respondent_id,campus,studyfield,branch,role,edulevel,proglang,databases,platform,webframework,industry,allsearch,aitool,employment
10701,Midrand Campus,IT,I am a developer by profession,"Developer, full-stack",Some college/university study without earning a degree,Bash/Shell (all shells);HTML/CSS;JavaScript;Python;SQL;TypeScript,Dynamodb;Elasticsearch;MongoDB;PostgreSQL;Redis;Snowflake,Amazon Web Services (AWS);Digital Ocean,Django;Next.js;Node.js;React,Higher Education,ChatGPT;Google Bard AI,AWS CodeWhisperer;Codeium;Replit Ghostwriter;Synk Code;Tabnine,"Independent contractor, freelancer, or self-employed"
10707,Nelson Mandela Bay Campus,Computer Science,I am a developer by profession,Academic researcher,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Bash/Shell (all shells);Python;Rust,none,none,none,Higher Education,none,GitHub Copilot;Synk Code;Tabnine,"Employed, full-time"
10708,Durban,Computer Science,I am a developer by profession,"Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Bash/Shell (all shells);C++;HTML/CSS;Java;JavaScript;Lisp;PowerShell;Python;Scala;Swift;TypeScript,Dynamodb;MySQL,Amazon Web Services (AWS);Digital Ocean,Angular;Play Framework,Wholesale,ChatGPT;WolframAlpha,AWS CodeWhisperer;Tabnine,"Employed, full-time"
10709,Midrand Campus,Computer Science,I am a developer by profession,"Developer, game or graphics","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Bash/Shell (all shells);C++;Lua;Rust,InfluxDB;PostgreSQL;Redis,Google Cloud;OVH,Vue.js,Insurance,none,AWS CodeWhisperer;GitHub Copilot;Tabnine,"Employed, full-time"
10709,Midrand Campus,Computer Science,I am a developer by profession,"Developer, game or graphics","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Bash/Shell (all shells);C++;Lua;Rust,InfluxDB;PostgreSQL;Redis,Google Cloud;OVH,Vue.js,Insurance,none,AWS CodeWhisperer;GitHub Copilot;Tabnine,"Independent contractor, freelancer, or self-employed"
10716,Durban,Data Science,I am a developer by profession,"Developer, mobile","Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Bash/Shell (all shells);Go;HTML/CSS;Java;JavaScript;Kotlin;PHP;Python;SQL;Swift,MySQL;PostgreSQL,Amazon Web Services (AWS),Node.js;React;Spring Boot;Symfony;WordPress,Financial Services,none,Replit Ghostwriter;Tabnine,"Employed, full-time"
10717,Midrand Campus,Computer Science,I am a developer by profession,"Developer, full-stack","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",JavaScript;TypeScript,MongoDB,Microsoft Azure,React,Legal Services,none,AWS CodeWhisperer;GitHub Copilot;Mintlify,"Employed, full-time"
10719,Nelson Mandela Bay Campus,Data Science,I am a developer by profession,"Developer, mobile","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",JavaScript;Kotlin;Objective-C;SQL;Swift,none,none,none,Advertising Services,none,Adrenaline;GitHub Copilot;Rubber Duck.AI;Tabnine,"Employed, full-time"
10720,Nelson Mandela Bay Campus,IT,I am a developer by profession,"Developer, back-end","Professional degree (JD, MD, Ph.D, Ed.D, etc.)",C#;SQL;TypeScript,Microsoft SQL Server;MySQL,Microsoft Azure,ASP.NET CORE;React,Legal Services,none,AWS CodeWhisperer;Codeium;GitHub Copilot,"Employed, full-time"
10721,Nelson Mandela Bay Campus,Computer Science,I am a developer by profession,"Developer, mobile","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Swift,none,none,none,"Information Services, IT, Software Development, or other Technology",ChatGPT,AWS CodeWhisperer,"Employed, full-time"
10722,Durban,Data Science,I am a developer by profession,"Developer, back-end","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Bash/Shell (all shells);C;C++;Elixir;Go;Lua;SQL,BigQuery;Cassandra;Cloud Firestore;DuckDB;PostgreSQL;Redis;SQLite,Amazon Web Services (AWS);Digital Ocean;Google Cloud,none,Legal Services,ChatGPT,AWS CodeWhisperer;Codeium;GitHub Copilot;Tabnine,"Employed, full-time"
10728,Midrand Campus,Computer Science,"I am not primarily a developer, but I write code sometimes as part of my work/studies",Database administrator,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Bash/Shell (all shells);SQL,MySQL;Oracle,Oracle Cloud Infrastructure (OCI),Django,Insurance,Bing AI;ChatGPT,AWS CodeWhisperer;Mintlify,"Employed, full-time"
10729,Midrand Campus,Computer Science,I am a developer by profession,"Developer, front-end","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Bash/Shell (all shells);HTML/CSS;Java;JavaScript;Python;TypeScript,Microsoft SQL Server;PostgreSQL,Amazon Web Services (AWS);Microsoft Azure,Angular;ASP.NET;Node.js;WordPress,"Information Services, IT, Software Development, or other Technology",ChatGPT,Rubber Duck.AI;Synk Code,"Independent contractor, freelancer, or self-employed"
10729,Midrand Campus,Computer Science,I am a developer by profession,"Developer, front-end","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Bash/Shell (all shells);HTML/CSS;Java;JavaScript;Python;TypeScript,Microsoft SQL Server;PostgreSQL,Amazon Web Services (AWS);Microsoft Azure,Angular;ASP.NET;Node.js;WordPress,"Information Services, IT, Software Development, or other Technology",ChatGPT,Rubber Duck.AI;Synk Code,"Student, full-time"
10729,Midrand Campus,Computer Science,I am a developer by profession,"Developer, front-end","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Bash/Shell (all shells);HTML/CSS;Java;JavaScript;Python;TypeScript,Microsoft SQL Server;PostgreSQL,Amazon Web Services (AWS);Microsoft Azure,Angular;ASP.NET;Node.js;WordPress,"Information Services, IT, Software Development, or other Technology",ChatGPT,Rubber Duck.AI;Synk Code,"Employed, part-time"
10741,Durban,Data Science,"I used to be a developer by profession, but no longer am",unknown,"Associate degree (A.A., A.S., etc.)",Raku,none,none,none,Oil & Gas,none,AWS CodeWhisperer;Codeium;GitHub Copilot,Retired
10742,Nelson Mandela Bay Campus,Data Science,I am a developer by profession,"Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",HTML/CSS;JavaScript;PHP;SQL;TypeScript,Elasticsearch;MariaDB;PostgreSQL;Redis,none,Angular;AngularJS;Express;NestJS;Node.js,Legal Services,none,Adrenaline;Synk Code;Whispr AI,"Independent contractor, freelancer, or self-employed"
10745,Durban,Data Science,I am a developer by profession,"Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Bash/Shell (all shells);JavaScript;Python;SQL,MongoDB;PostgreSQL;Redis;SQLite,Amazon Web Services (AWS);Digital Ocean;Google Cloud;Netlify,Django;Flask;jQuery;React;WordPress,Healthcare,ChatGPT,Adrenaline;GitHub Copilot;Synk Code,"Employed, full-time"
10763,Durban,Computer Science,I am a developer by profession,"Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",C#;HTML/CSS;JavaScript;Python;R;SQL;VBA,Microsoft SQL Server,Amazon Web Services (AWS),ASP.NET,Insurance,ChatGPT,Mintlify,"Employed, full-time"
10763,Durban,Computer Science,I am a developer by profession,"Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",C#;HTML/CSS;JavaScript;Python;R;SQL;VBA,Microsoft SQL Server,Amazon Web Services (AWS),ASP.NET,Insurance,ChatGPT,Mintlify,"Student, part-time"
10764,Nelson Mandela Bay Campus,Computer Science,I am a developer by profession,"Developer, back-end","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Bash/Shell (all shells);C;Python;Rust,PostgreSQL;SQLite,Google Cloud,Deno,"Information Services, IT, Software Development, or other Technology",none,Whispr AI,"Independent contractor, freelancer, or self-employed"
10767,Durban,Data Science,"I am not primarily a developer, but I write code sometimes as part of my work/studies","Developer, full-stack","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",HTML/CSS;Java;JavaScript;SQL,SQLite,none,none,Higher Education,none,Adrenaline;Tabnine,"Not employed, but looking for work"
10769,Durban,IT,I am a developer by profession,"Developer, front-end","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",C#;HTML/CSS;JavaScript;Swift;TypeScript,Cosmos DB;Elasticsearch;MySQL;PostgreSQL;SQLite,Microsoft Azure;VMware,Angular;ASP.NET CORE;Blazor;React,"Manufacturing, Transportation, or Supply Chain",none,Codeium;GitHub Copilot;Replit Ghostwriter;Tabnine,"Employed, full-time"
10771,Durban,Data Science,I am a developer by profession,"Developer, back-end","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",C#;SQL,Microsoft SQL Server;MySQL;PostgreSQL;SQLite,none,ASP.NET CORE,Retail and Consumer Services,Bing AI,Adrenaline;GitHub Copilot;Synk Code,"Employed, full-time"
10778,Nelson Mandela Bay Campus,Computer Science,I am a developer by profession,"Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",JavaScript;TypeScript,Firebase Realtime Database;MongoDB;MySQL,Firebase;Heroku;Netlify;Vercel,Express;Next.js;Node.js;React;Vue.js,Financial Services,ChatGPT,Adrenaline;GitHub Copilot;Tabnine,"Employed, full-time"
10781,Durban,Computer Science,I am a developer by profession,"Developer, mobile","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",HTML/CSS;JavaScript;Swift,PostgreSQL;Redis;SQLite,Firebase;Google Cloud;OVH,Express;Svelte,Insurance,Bing AI;ChatGPT;Phind;WolframAlpha,GitHub Copilot;Synk Code;Tabnine;Whispr AI,"Employed, full-time"
10784,Durban,Data Science,I code primarily as a hobby,unknown,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Bash/Shell (all shells);C#;SQL,MySQL,none,none,Wholesale,ChatGPT,Adrenaline;GitHub Copilot;Rubber Duck.AI;Tabnine,"Student, full-time"
10785,Durban,Computer Science,I am a developer by profession,"Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Bash/Shell (all shells);C;C#;C++;HTML/CSS;Java;JavaScript;MATLAB;PowerShell;Python;SQL;Swift;TypeScript,Cloud Firestore;Cosmos DB;Dynamodb;Elasticsearch;H2;IBM DB2;MariaDB;Microsoft Access;Microsoft SQL Server;MongoDB;MySQL;PostgreSQL;Redis,Amazon Web Services (AWS);Digital Ocean;Heroku;Microsoft Azure,Angular;AngularJS;ASP.NET;ASP.NET CORE;Blazor;Express;jQuery;Node.js;React;Spring Boot;Vue.js,Other,ChatGPT,AWS CodeWhisperer;GitHub Copilot;Synk Code,"Employed, full-time"
10792,Durban,Data Science,I am a developer by profession,"Developer, back-end","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Bash/Shell (all shells);PHP;SQL,MySQL;Redis,Amazon Web Services (AWS),Laravel,"Manufacturing, Transportation, or Supply Chain",none,AWS CodeWhisperer;Synk Code,"Employed, full-time"
10793,Nelson Mandela Bay Campus,Data Science,I am a developer by profession,"Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Bash/Shell (all shells);HTML/CSS;Java;JavaScript;Kotlin;Ruby;Rust;SQL;TypeScript,MySQL;PostgreSQL;Redis;SQLite,Amazon Web Services (AWS);Google Cloud;Heroku;Netlify;Vercel,Express;Next.js;Node.js;React;Ruby on Rails,Insurance,ChatGPT,AWS CodeWhisperer;Tabnine,"Employed, full-time"
10799,Durban,Computer Science,I am a developer by profession,"Developer, full-stack","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Bash/Shell (all shells);HTML/CSS;JavaScript;PHP;Python;SQL;TypeScript,Elasticsearch;MariaDB;MongoDB;MySQL;SQLite,Amazon Web Services (AWS);Digital Ocean;Heroku;OVH;Vercel,Angular;Deno;Express;Node.js;Nuxt.js;Svelte;Symfony;Vue.js;WordPress,Healthcare,ChatGPT,GitHub Copilot,"Employed, full-time"
10808,Durban,Data Science,I am a developer by profession,Engineering manager,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",C#;Dart;Java;Kotlin;TypeScript,Oracle;PostgreSQL;SQLite,Cloudflare;Firebase,Angular;ASP.NET CORE;Blazor;Spring Boot,"Manufacturing, Transportation, or Supply Chain",Bing AI;ChatGPT,Adrenaline;AWS CodeWhisperer;Codeium;Mintlify;Rubber Duck.AI;Synk Code;Tabnine,"Employed, full-time"
10814,Nelson Mandela Bay Campus,Computer Science,I am a developer by profession,unknown,Some college/university study without earning a degree,Java,none,none,none,Higher Education,none,Synk Code;Tabnine,"Not employed, and not looking for work"
10817,Durban,Data Science,I am learning to code,unknown,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",PHP;PowerShell,Microsoft Access,none,Angular;CodeIgniter;FastAPI,Financial Services,ChatGPT,AWS CodeWhisperer;Codeium;GitHub Copilot;Tabnine,"Student, full-time"
10820,Nelson Mandela Bay Campus,IT,I am a developer by profession,"Developer, mobile","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Objective-C;Swift,none,Firebase,none,Legal Services,ChatGPT,Rubber Duck.AI,"Independent contractor, freelancer, or self-employed"
10822,Durban,Data Science,I am a developer by profession,"Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Apex;Bash/Shell (all shells);C#;Clojure;Go;JavaScript;Python;SQL;TypeScript,BigQuery;Dynamodb;MongoDB,Amazon Web Services (AWS);Google Cloud,Angular;Express;Fastify;Node.js;React,Legal Services,none,AWS CodeWhisperer;Codeium;GitHub Copilot;Mintlify;Tabnine;Whispr AI,"Employed, full-time"
10824,Nelson Mandela Bay Campus,IT,I am a developer by profession,"Developer, full-stack","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",C;C++;HTML/CSS;JavaScript;PHP;Ruby;SQL,MariaDB;MongoDB;MySQL;PostgreSQL;SQLite,Amazon Web Services (AWS);Cloudflare;Google Cloud,jQuery;Next.js;React;Ruby on Rails,"Manufacturing, Transportation, or Supply Chain",WolframAlpha,Mintlify;Synk Code,"Employed, full-time"
10826,Durban,Computer Science,"I am not primarily a developer, but I write code sometimes as part of my work/studies",unknown,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",C;Java;JavaScript;Python,none,none,Node.js,Higher Education,ChatGPT;WolframAlpha,GitHub Copilot;Rubber Duck.AI,"Student, full-time"
10833,Durban,Computer Science,I am a developer by profession,"Developer, back-end","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",PHP,Couchbase;MariaDB;MySQL;PostgreSQL;Redis,Amazon Web Services (AWS);OVH,Drupal;Symfony;WordPress,Insurance,none,Codeium;GitHub Copilot;Replit Ghostwriter;Tabnine,"Employed, full-time"
10835,Durban,IT,"I am not primarily a developer, but I write code sometimes as part of my work/studies",Database administrator,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",none,none,Oracle Cloud Infrastructure (OCI),none,"Manufacturing, Transportation, or Supply Chain",ChatGPT,Tabnine,"Employed, full-time"
10838,Midrand Campus,IT,I am a developer by profession,unknown,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Assembly;C;C#;C++;Haskell;HTML/CSS;JavaScript;MATLAB;Python;SQL,BigQuery;MySQL;SQLite,Amazon Web Services (AWS);Google Cloud;Heroku;Netlify,Django;Node.js,"Manufacturing, Transportation, or Supply Chain",ChatGPT,Mintlify;Synk Code,"Student, full-time"
10842,Nelson Mandela Bay Campus,Computer Science,I am a developer by profession,Academic researcher,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",C++;MATLAB;Python;R,none,none,none,Wholesale,none,AWS CodeWhisperer,"Employed, full-time"
10842,Nelson Mandela Bay Campus,Computer Science,I am a developer by profession,Academic researcher,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",C++;MATLAB;Python;R,none,none,none,Wholesale,none,AWS CodeWhisperer,"Student, full-time"
10843,Midrand Campus,Computer Science,I am a developer by profession,Academic researcher,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",C++;JavaScript;Julia;Python,none,none,Svelte;WordPress,Financial Services,Bing AI;ChatGPT,AWS CodeWhisperer;Codeium;GitHub Copilot;Tabnine;Whispr AI,"Employed, full-time"
10843,Midrand Campus,Computer Science,I am a developer by profession,Academic researcher,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",C++;JavaScript;Julia;Python,none,none,Svelte;WordPress,Financial Services,Bing AI;ChatGPT,AWS CodeWhisperer;Codeium;GitHub Copilot;Tabnine;Whispr AI,"Student, full-time"
10844,Durban,IT,I am a developer by profession,"Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",HTML/CSS;Java;JavaScript;PHP;SQL;TypeScript,MySQL;SQLite,Amazon Web Services (AWS);Digital Ocean;Heroku,ASP.NET;CodeIgniter;Django;Express;jQuery;Laravel;NestJS;Next.js;Node.js;React;Spring Boot;Vue.js,Other,ChatGPT,AWS CodeWhisperer;Codeium;GitHub Copilot,"Independent contractor, freelancer, or self-employed"
10844,Durban,IT,I am a developer by profession,"Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",HTML/CSS;Java;JavaScript;PHP;SQL;TypeScript,MySQL;SQLite,Amazon Web Services (AWS);Digital Ocean;Heroku,ASP.NET;CodeIgniter;Django;Express;jQuery;Laravel;NestJS;Next.js;Node.js;React;Spring Boot;Vue.js,Other,ChatGPT,AWS CodeWhisperer;Codeium;GitHub Copilot,"Not employed, but looking for work"
10845,Durban,IT,I am a developer by profession,Student,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Bash/Shell (all shells);Dart;Go;HTML/CSS;JavaScript;PHP;Python;SQL,MariaDB;Microsoft SQL Server;MongoDB;MySQL;PostgreSQL;SQLite,Amazon Web Services (AWS);Google Cloud;Heroku;Vercel,Django;FastAPI;Flask;Laravel;Vue.js,Wholesale,ChatGPT;Google Bard AI,Adrenaline;AWS CodeWhisperer;GitHub Copilot;Replit Ghostwriter,"Independent contractor, freelancer, or self-employed"
10845,Durban,IT,I am a developer by profession,Student,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Bash/Shell (all shells);Dart;Go;HTML/CSS;JavaScript;PHP;Python;SQL,MariaDB;Microsoft SQL Server;MongoDB;MySQL;PostgreSQL;SQLite,Amazon Web Services (AWS);Google Cloud;Heroku;Vercel,Django;FastAPI;Flask;Laravel;Vue.js,Wholesale,ChatGPT;Google Bard AI,Adrenaline;AWS CodeWhisperer;GitHub Copilot;Replit Ghostwriter,"Student, full-time"
10847,Midrand Campus,Computer Science,I am a developer by profession,"Developer, game or graphics","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",C#;C++;HTML/CSS;PHP;Python,PostgreSQL,none,Drupal,Oil & Gas,ChatGPT,Codeium;GitHub Copilot;Synk Code,"Employed, full-time"
10851,Nelson Mandela Bay Campus,Computer Science,I am a developer by profession,"Developer, back-end","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Python,none,none,Node.js;React,Other,none,Adrenaline;Codeium;GitHub Copilot;Mintlify;Replit Ghostwriter;Rubber Duck.AI;Synk Code;Tabnine;Whispr AI,"Employed, full-time"
10854,Midrand Campus,IT,I am a developer by profession,"Developer, full-stack",Some college/university study without earning a degree,Bash/Shell (all shells);C#;HTML/CSS;TypeScript;Zig,Dynamodb,Amazon Web Services (AWS),Angular,Other,ChatGPT,AWS CodeWhisperer;Replit Ghostwriter;Tabnine,"Employed, full-time"
10855,Midrand Campus,IT,I am a developer by profession,"Developer, back-end","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Bash/Shell (all shells);HTML/CSS;JavaScript;PHP;SQL;TypeScript,MySQL;Solr,none,Angular;AngularJS;Drupal;jQuery;Node.js;WordPress,Legal Services,none,Adrenaline;GitHub Copilot;Tabnine,"Employed, full-time"
